1,1,1290,1,0,.057500001,402,1.0269878,.0001242236,9280128
1,1,1779,1,0,.08738739,400,1.4884018,.000082815735,9824600
1,1,2494,2,0,.085000001,413,2.0360658,.00010351967,11926250
1,1,1573,2,0,.067204304,410,1.0368853,.00021739131,9483237
1,1,1990,2,0,.078191489,412,1.1688526,.00022774326,9483237
1,1,1766,2,0,.059999999,411,1.3385247,.00011387163,11119275
1,1,1116,4,0,.051592357,64,.65889347,.00080745341,8692530
1,1,1438,4,0,.059139784,453,.91340172,.00011904762,8705109
1,1,843,4,0,.037313432,435,.52692628,.00074534159,7055709.5
1,1,499,4,0,.025,434,.39967215,.00011387163,5194530
1,1,602,4,0,.032413792,417,.61647546,.00038302277,9035854
1,1,1985,4,0,.053174604,418,1.0736476,.00048136647,12935081
1,1,1197,4,0,.049717516,429,.75315577,.00044513459,9299225
1,1,2175,4,0,.060465116,419,1.5317624,.00013457557,12935081
1,1,435,4,0,.032203391,36,.48969266,.00069358177,8939700
1,1,1991,4,0,.077822581,452,1.7344264,9.3167700e-06,11266800
1,1,1197,4,0,.018079096,458,.78709024,.000082815735,8372420
1,1,1298,4,0,.05952381,455,1.1688526,.000022774328,9045435
1,1,1608,4,0,.064077668,431,.96995908,.00023809524,9783648
1,1,435,4,0,.03125,26,.45198774,.00036231885,9069440
1,1,1438,4,0,.055675674,430,.84741807,.00034161491,9259110
1,1,1498,5,0,.041904762,544,.86627054,.00053830229,12294656
1,1,1098,5,0,.035757575,71,.61176234,.00098343682,8623068
1,1,1298,5,0,.044886362,77,.71780741,.00020703934,9793245
1,1,1998,5,0,.060273971,439,1.0453689,.00025879918,12259728
1,1,1305,5,0,.042528737,437,.68717217,.00078674947,9676800
1,1,598,6,0,.056363635,447,.53635252,.000057971014,5319212.5
1,1,1988,12,0,.052631579,134,1.5836066,.00068944099,11941128
1,1,988,14,0,.063565895,468,.6834017,.00027432712,7424265.5
1,1,1159,15,0,.052830189,488,.63061482,.00055900624,8856000
1,1,2784,15,0,.065762714,478,1.6957788,.00001552795,12992718
1,1,2490,15,0,.077292576,174,1.2216394,.0001552795,11556388
1,1,1100,15,0,.057142857,481,.89077872,.000039337476,9187640
1,1,1492,15,0,.028780488,172,.84741807,.0011387164,11625250
1,1,1078,15,0,.044295304,165,.63061482,.0010869565,9022790
1,1,1618,16,0,.046330277,491,.97655743,.000621118,10453050
1,1,1796,16,0,.046666667,186,1.1537706,.00051759835,11078626
1,1,1130,16,0,.041618496,490,.78803283,.00057453418,8714160
1,1,1288,16,0,.046994537,187,.92471319,.00025362318,9164718
1,1,845,18,0,.033333335,213,.61176234,.00082815735,8893500
1,1,1470,18,0,.04132653,212,.84741807,.00074016565,10155172
1,1,1289,18,0,.044886362,214,.75315577,.00046066253,10182616
1,1,1108,18,0,.041176472,497,.59290987,.00065734988,8363333
1,1,845,18,0,.030769231,196,.47036889,.00089026918,8447422
1,1,1296,19,0,.049781181,500,.71403694,.000071428571,8227114
1,1,1098,19,0,.043935645,499,.72487712,.00019461698,7683660
1,1,3528,19,0,.088213213,503,2.152951,.000025879917,10878336
1,1,848,19,0,.040220819,217,.56463116,.00076086959,5805675
1,1,1709,20,0,.055140186,241,1.2018443,.0000563147,10577206
1,1,1077,25,0,.069444448,269,.65889347,.00096790888,7900051.5
1,1,598,26,0,.039639641,408,.51750004,.00013975156,6970816
1,1,996,26,0,.044696968,407,1.0463115,.00022774326,7680056
1,1,1496,26,0,.042857144,406,.86627054,.000310559,10352130
1,1,1493,26,0,.032673266,536,.8285656,.00051759835,10462872
1,1,994,26,0,.066015624,409,2.0030739,.000020703934,11862048
1,1,1760,26,0,.056190476,15,1.130205,.00027950312,11275794
1,1,1679,26,0,.057843138,535,1.0123771,.00020703934,10986587
1,1,1177,26,0,.057042252,404,.75881153,.00010351967,8340000
1,1,1192,26,0,.032894738,291,.56463116,.0014492754,9462750
1,1,1980,27,0,.051271185,541,1.2254099,.00079999998,11559168
1,1,746,31,0,.031060606,422,.53258198,.0007738095,7193664
1,1,944,33,0,.041935485,521,.53635252,.0014596273,7900200
1,1,1290,33,0,.034000002,524,.78143448,.00039337474,10041690
1,1,875,33,0,.039310344,530,.62118858,.000036231882,7453242
1,1,1699,34,0,.078571431,526,1.4884018,6.6252587e-06,7862400
2,1,1290,1,0,.059047621,402,1.3905849,.000027769758,9280128
2,1,1573,2,0,.067204304,410,1.6956786,.000054637316,9483237
2,1,500,4,0,.025,434,.5331111,.000056098881,5194530
2,1,1197,4,0,.049717516,429,.99021637,.00011654638,9299225
2,1,1116,4,0,.051592357,64,.8756724,.000099025623,8692530
2,1,843,4,0,.037313432,435,.69475722,.000092186936,7055709.5
2,1,1608,4,0,.064077668,431,1.2835345,.000056044748,9783648
2,1,1663,5,1,.053266332,441,1.0608697,.00025434862,10481905
2,1,1996,5,1,.0484,443,1.1475805,.00026122338,12590360
2,1,1096,5,1,.035757575,71,.78253853,.001728293,8623068
2,1,1298,5,1,.044886362,77,.92384511,.0022198665,9793245
2,1,2197,12,0,.057677902,134,2.7576187,.000027210393,11941128
2,1,1078,15,1,.044295304,165,.83285224,.00002186936,9022790
2,1,3294,15,1,.071653545,485,1.299592,.000050378923,11938650
2,1,1159,15,1,.052830189,488,.80716014,.001386467,8856000
2,1,1897,15,1,.06127451,172,1.3927259,.000017123783,11866800
2,1,1599,15,1,.057929724,487,1.1154654,.00050396967,10151890
2,1,1470,18,0,.04132653,212,1.0587286,.00012421509,10155172
2,1,845,18,0,.033333335,213,.78682059,.00011124143,8893500
2,1,1289,18,0,.044886362,214,.93133861,.00010110068,10182616
2,1,845,18,0,.030769231,196,.62624496,.00010440274,8447422
2,1,1108,18,0,.041176472,497,.76969248,.00010750631,8363333
2,1,1788,19,1,.053781513,501,1.2000352,.00059413566,10246808
2,1,1485,19,1,.056179777,232,1.0897733,.00066315412,9128000
2,1,848,19,1,.040220819,217,.66371256,.0014568748,5805675
2,1,1998,19,1,.054918032,505,1.6057563,.00032849153,10848090
2,1,1978,19,1,.062548265,226,1.7288642,.00045512451,10654560
2,1,1098,19,1,.045801528,504,.75042343,.0002425839,8858560
2,1,1098,19,1,.043935645,499,.82428819,.0023992241,7683660
2,1,1166,25,0,.069444448,269,1.0159085,.000023944425,7900051.5
2,1,1584,26,0,.0480198,536,1.1004783,.00067432335,10462872
2,1,1986,27,0,.055932205,541,1.6614225,.00014677012,11559168
2,1,746,31,0,.031060606,422,.72794282,.000077751713,7193664
2,1,944,33,0,.041935485,521,.72687232,.000041808013,7900200
2,1,875,33,1,.044222537,527,.64979601,.00027163478,7453242
2,1,1248,33,1,.046037298,317,.86389685,.00090460124,9227870
2,1,1725,33,1,.05917481,528,1.0705042,.00017201371,9842091
2,1,1118,33,0,.047311828,314,.85533285,.00004592205,9146316
2,1,875,33,1,.05495251,520,.91099906,.000018422952,7183197
2,1,1725,33,1,.054121152,309,1.2032467,.000057614579,10171280
3,1,1779,1,0,.067567565,400,1.1200589,.000048500518,9824600
3,1,1290,1,0,.059900992,402,.90888965,.00010124095,9280128
3,1,1962,1,0,.088288285,401,1.3872526,.000024819028,9824600
3,1,2494,2,0,.082462683,413,1.810022,.000073526367,11926250
3,1,1766,2,0,.059999999,411,1.1808239,.00008273009,11119275
3,1,1573,2,0,.067204304,410,.99723595,.00021737332,9483237
3,1,1990,2,0,.074242428,412,1.0877371,.00024053775,9483237
3,1,1608,4,0,.064077668,431,.89897758,.00013050673,9783648
3,1,2866,4,0,.077377051,432,2.1289306,5.6876938e-06,12346200
3,1,435,4,0,.029661017,36,.45595318,.00058004138,8939700
3,1,1116,4,0,.051592357,64,.61368364,.00080093072,8703819
3,1,1985,4,0,.046484374,418,1.016198,.00033195451,12935081
3,1,435,4,0,.03125,26,.42225227,.00041230611,9069440
3,1,1197,4,0,.048888888,429,.72314692,.00021768356,9333838
3,1,602,4,0,.032413792,417,.59385961,.00022668045,9035854
3,1,1298,4,0,.058962263,455,1.0601557,.000022647362,9045435
3,1,499,4,0,.025,434,.36976165,.00010041365,5194530
3,1,1015,4,0,.046590909,35,.80071926,.00038024818,8954820
3,1,1438,4,0,.055675674,430,.79899544,.00026845915,9281972
3,1,843,4,0,.034013607,435,.47319147,.00040268872,6999750
3,1,1991,4,0,.068421051,452,1.7022827,.0000106515,10859772
3,1,2175,4,0,.059541985,419,1.4462938,.00009555326,12935081
3,1,1098,5,0,.04037267,71,.56714022,.00086380559,8779283
3,1,1498,5,0,.041904762,544,.80071926,.00057249225,12294656
3,1,1294,5,0,.045789473,77,.69815135,.0013362978,9944830
3,1,1998,5,0,.060273971,439,.96448314,.00024488108,12233754
3,1,598,6,0,.057943925,447,.48267254,.000047259564,5197223.5
3,1,1988,12,0,.052631579,134,1.473875,.00050713547,11941128
3,1,1171,14,0,.072142854,469,.67143196,.00040330921,7958931.5
3,1,1078,15,0,.044,165,.58610237,.00066670112,9051525
3,1,2490,15,0,.078278691,174,1.1403139,.00010320579,11272810
3,1,1159,15,0,.043735225,488,.59429055,.00039079628,9030168
3,1,1584,15,0,.055494506,170,.75417584,.00062161323,9283828
3,1,1492,15,0,.034741785,172,.79554778,.00061437435,11031779
3,1,2784,15,0,.065762714,478,1.5919574,.000031230611,12992718
3,1,1618,16,0,.042523365,491,.92655891,.0004016546,10687950
3,1,1130,16,0,.040340908,490,.71969926,.00039875906,8714160
3,1,1971,16,0,.052032519,186,1.0972182,.00061499485,11078626
3,1,1288,16,0,.046994537,187,.87312013,.00023288521,9164718
3,1,845,18,0,.031496063,196,.43871486,.00078924507,8447422
3,1,1289,18,0,.044886362,214,.7059086,.0005525336,10182616
3,1,1565,18,0,.049009901,212,.79554778,.00055625645,10132238
3,1,1108,18,0,.041176472,497,.55248767,.00035263703,8363333
