2,1,4001,0,69.899,93.783,-1.0372,-5.1311,-27.847,1.7135,-0.062297,-0.15084,0.17834,-1.0085,0.56958,0.089537,-0.36423,0.48053,0.73858,3.9713,0.06996,0.20697,0.043672,0.93869,0.7016,12.54,1.2948,0.11748,0.11513,-0.12389,0.065118,-0.072581,0.13178,0.13178,-1.4167,-0.23753,0.030581,2.03,-0.47524,2.03,0.11513,-0.12389,0.065118,-0.072581,0.13178,0.13178,-0.024032,3.5146,6.1858,62.553,617.37,-0.024032,3.5146,6.1858,62.553,617.37
2,2,270,1,2.9456,93.74,-1.0334,-5.1146,-27.965,1.713,-0.070311,-0.15135,0.19997,-1.0061,-0.11891,0.042689,-0.36823,0.50824,0.7483,4.2341,0.083875,0.20503,0.044038,0.94373,0.69007,12.722,1.3013,0.11591,-0.00089997,0.03993,0.066694,0.057611,0.055444,0.066694,0.00076809,0.037916,0.066641,0.057745,0.044238,0.066641,0.00093055,0.038479,0.066652,0.057588,0.047018,0.066652,-0.038324,3.1139,6.3095,62.933,626.42,-0.038324,3.1139,6.3095,62.933,626.42
2,3,4000,0,69.547,31.983,-5.9821,-7.4268,-19.154,0.92427,0.012475,-0.10925,-3.3141,3.8786,2.0155,2.2507,0.7321,2.4003,0.99464,7.6717,0.68295,0.30443,0.072923,1.2488,0.89718,12.067,1.0222,0.38104,-12.407,-1.4987,0.16015,-16.758,-26.954,26.954,-17.903,9.5662,0.036502,-4.0218,-10.368,17.903,-12.407,-1.4987,0.16015,-16.758,-26.954,26.954,-3063.8,4.8872,70.843,122.02,2621,-3063.8,4.8872,70.843,122.02,2621
2,4,4002,0,71.145,20.46,-3.6718,-7.0585,-25.227,-2.1224,0.049263,-0.17375,-2.3742,3.1528,5.6802,5.0292,0.49391,1.5584,1.8293,10.057,2.5807,0.29026,0.083566,0.85128,1.0555,11.559,1.9043,0.25829,-1.7154,-4.8049,0.59816,2.538,-6.0756,6.0756,-1.1407,-1.4716,0.26692,0.7555,-8.0936,8.0936,-1.7154,-4.8049,0.59816,2.538,-6.0756,6.0756,-1635.6,-1.3783,1.3272,20.277,109.29,-1635.6,-1.3783,1.3272,20.277,109.29
2,5,4001,0,73.532,14.397,-4.1608,-7.9373,-19.738,-1.0336,0.11174,-0.15089,-2.4746,3.652,-0.49935,4.3133,0.53124,2.1689,1.5047,8.6696,2.223,0.21047,0.086042,1.0567,1.0667,11.137,1.7822,0.26793,3.257,-0.29428,0.11527,0.94157,0.33757,3.257,2.6525,1.2037,0.07688,-1.8189,2.1553,2.6525,3.257,-0.29428,0.11527,0.94157,0.33757,3.257,-7.7958,0.02137,15.638,57.245,1620.6,-7.7958,0.02137,15.638,57.245,1620.6
3,1,428,128,11.762,14.291,-4.7097,-8.0168,-18.795,-0.76867,0.078735,-0.14209,-2.7645,3.8302,-1.6618,4.1708,0.5993,1.8125,1.3712,7.1287,1.6155,0.2126,0.078482,0.90411,0.94604,9.0404,1.4528,0.23603,0.12346,0.053461,-0.0018308,0.013371,0.0095871,0.12346,-0.52345,0.81325,-0.018148,0.21507,0.52547,0.81325,0.12391,0.053662,-0.0018226,0.013383,0.0094152,0.12391,-54.086,21.53,35.991,128.48,2483.6,-54.086,21.53,35.991,128.48,2483.6
3,2,156,49,4.8822,67.678,-1.5729,-4.6651,-85.011,0.98345,-0.99326,-0.12069,0.83426,-2.6692,-52.871,-2.101,-1.0557,1.5146,0.61055,28.745,0.9133,0.53747,0.074741,0.92683,0.99819,25.693,1.2041,0.47447,-0.0046097,0.11017,-0.0018397,-0.12459,-0.15401,0.15401,0.045363,0.14247,-0.0011545,0.0053791,0.003526,0.14247,0.03498,0.071328,-0.0019325,-0.11666,0.003531,0.11666,-189.95,-2.4051,181.03,683.82,2296.6,-189.95,-2.4051,181.03,683.82,2296.6
3,3,427,127,11.544,14.291,-4.7132,-8.0133,-18.803,-0.76475,0.077821,-0.14191,-2.7664,3.8291,-1.6367,4.1669,0.60013,1.8126,1.3702,7.1296,1.6115,0.21267,0.078437,0.90431,0.94578,9.0427,1.4503,0.23617,0.11931,0.027352,0.0026382,-0.012489,0.15834,0.15834,-1.3131,1.6003,-0.032292,0.091996,1.6269,1.6269,0.11969,0.027486,0.0026447,-0.012466,0.15888,0.15888,-14.472,0.51963,34.873,49.998,1798.8,-14.472,0.51963,34.873,49.998,1798.8
3,4,823,238,23.009,14.291,-4.7252,-8.0051,-18.807,-0.76131,0.075366,-0.14171,-2.7734,3.8281,-1.6499,4.1641,0.60267,1.8132,1.3693,7.1196,1.606,0.21282,0.078465,0.90431,0.94631,9.0241,1.4464,0.23627,0.055247,-0.046729,0.0023836,-0.0193,0.45095,0.45095,-0.76378,0.90782,-0.017534,0.21413,1.1277,1.1277,0.055732,-0.046534,0.0023896,-0.019298,0.45134,0.45134,-868.81,9.3248,33.509,220.07,2245.4,-868.81,9.3248,33.509,220.07,2245.4
3,5,231,70,6.5772,14.291,-4.72,-8.011,-18.804,-0.76391,0.077179,-0.14189,-2.7706,3.8299,-1.6484,4.1669,0.60092,1.8121,1.3702,7.1236,1.6092,0.21274,0.078459,0.90393,0.94585,9.0311,1.4489,0.23618,0.0051611,-0.016414,0.00054783,-0.010589,-0.004272,0.016414,-0.97823,1.1006,-0.023731,0.20908,0.86466,1.1006,0.005722,-0.016182,0.00055682,-0.010576,-0.0037537,0.016182,-26.361,9.8941,34.032,62.799,1904.1,-26.361,9.8941,34.032,62.799,1904.1
4,1,289,2,6.6473,93.764,-1.0271,-5.1408,-27.888,1.7138,-0.066831,-0.15051,0.16325,-1.0204,0.19161,0.099523,-0.36624,0.44964,0.69092,4.1169,0.070078,0.20373,0.043317,0.89294,0.66866,12.466,1.2728,0.11605,-0.06238,-0.069472,0.045615,0.1193,0.13875,0.13875,-1.5137,-0.20588,0.013341,2.2389,-0.57191,2.2389,-0.062379,-0.069472,0.045615,0.1193,0.13875,0.13875,-1.6519,-1.0274,6.3264,62.301,621.49,-1.6519,-1.0274,6.3264,62.301,621.49
