
========================================================================
                       optimization routine : 2
                     set of starting values : 1
========================================================================
theta2 starting values:
   -2.586421   -0.616377    0.227579   -0.715240   -0.990075
 
 Iteration   Func-count     min f(x)         Procedure
   199          375          220.537         reflect
   200          377          220.537         contract inside
   201          378          220.537         reflect
   202          385          220.537         shrink
   203          387          220.537         contract outside
   204          388          220.537         reflect
   205          389          220.537         reflect
   206          390          220.537         reflect
   207          391          220.537         reflect
   208          392          220.537         reflect
   209          394          220.537         contract inside
   210          401          220.537         shrink
   211          403          220.537         contract outside
   212          404          220.537         reflect
   213          405          220.537         reflect
   214          407          220.537         contract inside
   215          408          220.537         reflect
   216          409          220.537         reflect
   217          410          220.537         reflect
   218          411          220.537         reflect
   219          418          220.537         shrink
   220          419          220.537         reflect
   221          420          220.537         reflect
   222          421          220.537         reflect
   223          422          220.537         reflect
   224          423          220.537         reflect
   225          424          220.537         reflect
   226          425          220.537         reflect
   227          426          220.537         reflect
   228          427          220.537         reflect
   229          429          220.537         contract inside
   230          430          220.537         reflect
   231          432          220.537         contract outside
   232          434          220.537         contract outside
   233          435          220.537         reflect
   234          437          220.537         contract inside
   235          444          220.537         shrink
   236          445          220.537         reflect
   237          446          220.537         reflect
   238          447          220.537         reflect
   239          448          220.537         reflect
   240          450          220.537         contract inside
   241          452          220.537         contract inside
   242          453          220.537         reflect
   243          455          220.537         contract outside
   244          457          220.537         contract inside
   245          458          220.537         reflect
   246          459          220.537         reflect
   247          460          220.537         reflect
   248          467          220.537         shrink
   249          468          220.537         reflect
   250          469          220.537         reflect
   251          470          220.537         reflect
   252          472          220.537         contract inside
   253          473          220.537         reflect
   254          474          220.537         reflect
   255          476          220.537         contract inside
   256          477          220.537         reflect
   257          479          220.537         contract inside
   258          481          220.537         contract inside
   259          488          220.537         shrink
   260          490          220.537         contract inside
   261          491          220.537         reflect
   262          493          220.537         contract outside
   263          494          220.537         reflect
   264          495          220.537         reflect
   265          497          220.537         contract inside
   266          498          220.537         reflect
   267          499          220.537         reflect
   268          501          220.537         contract inside
 
Exiting: Maximum number of function evaluations has been exceeded
         - increase MaxFunEvals option.
         Current function value: 220.536891 


Obj. function:	    220.5369

theta1:	  -13.157570   -0.978610  -12.262594   -5.946750    4.982273   -4.051556

theta2	   -5.986490   -1.263791   12.000825    0.983849   -0.832849

gradient-analytical
           17.9449
          -53.4942
           -0.6154
            2.0290
          -30.2505

gradient-numerical I
           39.8581
          -24.3111
           -0.6637
           -1.9740
          -15.4417

gradient-numerical II
           17.9450
          -53.4942
           -0.6154
            2.0291
          -30.2505

hessian eigenvalues-numerical I
        -5371.8595
         -210.7664
           14.8446
          372.2672
        13620.9783

hessian eigenvalues-numerical II
        -3122.4658
          -18.1576
           -0.0987
          228.5399
          893.3445

========================================================================
                       optimization routine : 2
                     set of starting values : 5
========================================================================
theta2 starting values:
   -0.620338   -0.757491   -0.259335    2.368628    0.258542
 
 Iteration   Func-count     min f(x)         Procedure
     0            1          274.229         
     1            6          273.079         initial simplex
     2            7          273.079         reflect
     3            9           272.33         expand
     4           10           272.33         reflect
     5           11           272.33         reflect
     6           13          271.998         reflect
     7           15          271.489         expand
     8           16          271.489         reflect
     9           18          271.047         expand
    10           19          271.047         reflect
    11           21          271.047         contract inside
    12           22          271.047         reflect
    13           23          271.047         reflect
    14           25          271.047         contract inside
    15           26          271.047         reflect
    16           28          271.047         contract inside
    17           29          271.047         reflect
    18           30          271.047         reflect
    19           37          271.005         shrink
    20           38          271.005         reflect
    21           40          270.924         reflect
    22           41          270.924         reflect
    23           43          270.924         contract inside
    24           50          270.924         shrink
    25           52          270.924         contract outside
    26           54          270.888         reflect
    27           56          270.888         contract inside
    28           57          270.888         reflect
    29           58          270.888         reflect
    30           60          270.888         reflect
    31           61          270.888         reflect
    32           68          270.888         shrink
    33           69          270.888         reflect
    34           70          270.888         reflect
    35           71          270.888         reflect
    36           72          270.888         reflect
    37           73          270.888         reflect
    38           75          270.888         contract outside
    39           77          270.888         contract inside
    40           84          270.888         shrink
    41           86          270.888         contract inside
    42           88          270.888         contract inside
    43           95          270.888         shrink
    44           97          270.888         contract outside
    45          104          270.888         shrink
    46          111          270.888         shrink
    47          118          270.888         shrink
    48          125          270.888         shrink
    49          126          270.888         reflect
    50          133          270.888         shrink
    51          134          270.888         reflect
    52          135          270.888         reflect
    53          136          270.888         reflect
    54          143          270.888         shrink
    55          144          270.888         reflect
    56          151          270.888         shrink
    57          152          270.888         reflect
    58          153          270.888         reflect
    59          154          270.888         reflect
    60          155          270.888         reflect
    61          156          270.888         reflect
    62          158          270.888         contract inside
    63          160          270.888         contract inside
    64          162          270.888         contract inside
    65          169          270.888         shrink
    66          170          270.888         reflect
    67          172          270.888         contract outside
    68          173          270.888         reflect
    69          175          270.888         contract inside
    70          177          270.888         contract outside
    71          178          270.888         reflect
    72          180          270.888         contract inside
    73          182          270.888         contract inside
    74          184          270.888         contract inside
    75          191          270.888         shrink
    76          192          270.888         reflect
    77          193          270.888         reflect
    78          195          270.888         contract inside
    79          196          270.888         reflect
    80          198          270.888         contract inside
    81          199          270.888         reflect
    82          201          270.888         contract inside
    83          203          270.888         contract outside
    84          210          270.888         shrink
    85          211          270.888         reflect
    86          213          270.888         contract inside
    87          215          270.888         contract outside
    88          216          270.888         reflect
    89          218          270.888         contract inside
    90          220          270.888         contract outside
    91          221          270.888         reflect
    92          222          270.888         reflect
    93          229          270.888         shrink
    94          231          270.888         contract outside
    95          232          270.888         reflect
    96          234          270.888         contract inside
    97          236          270.888         contract outside
    98          238          270.888         contract inside
    99          239          270.888         reflect
   100          241          270.888         contract inside
   101          242          270.888         reflect
   102          249          270.888         shrink
   103          250          270.888         reflect
   104          251          270.888         reflect
   105          253          270.888         contract inside
   106          254          270.888         reflect
   107          255          270.888         reflect
   108          257          270.888         contract inside
   109          258          270.888         reflect
   110          259          270.888         reflect
   111          266          270.888         shrink
   112          267          270.888         reflect
   113          268          270.888         reflect
   114          269          270.888         reflect
   115          271          270.888         contract inside
   116          272          270.888         reflect
   117          273          270.888         reflect
   118          275          270.888         contract outside
   119          276          270.888         reflect
   120          277          270.888         reflect
   121          279          270.888         contract inside
   122          286          270.888         shrink
   123          287          270.888         reflect
   124          289          270.888         contract inside
   125          290          270.888         reflect
   126          291          270.888         reflect
   127          293          270.888         contract inside
   128          295          270.888         contract inside
   129          302          270.888         shrink
   130          304          270.888         contract outside
   131          305          270.888         reflect
   132          307          270.888         contract outside
   133          308          270.888         reflect
   134          310          270.888         contract outside
   135          311          270.888         reflect
   136          313          270.888         contract inside
   137          314          270.888         reflect
   138          315          270.888         reflect
   139          322          270.888         shrink
   140          324          270.888         contract outside
   141          325          270.888         reflect
   142          326          270.888         reflect
   143          328          270.888         contract inside
   144          330          270.888         contract inside
   145          331          270.888         reflect
   146          332          270.888         reflect
   147          333          270.888         reflect
   148          334          270.888         reflect
   149          341          270.888         shrink
   150          343          270.888         contract outside
   151          345          270.888         contract inside
   152          346          270.888         reflect
   153          347          270.888         reflect
   154          348          270.888         reflect
   155          350          270.888         contract outside
   156          351          270.888         reflect
   157          353          270.888         contract outside
   158          354          270.888         reflect
   159          361          270.888         shrink
   160          363          270.888         contract inside
   161          364          270.888         reflect
   162          365          270.888         reflect
   163          366          270.888         reflect
   164          367          270.888         reflect
   165          369          270.888         contract inside
   166          370          270.888         reflect
   167          377          270.888         shrink
   168          379          270.888         contract inside
   169          380          270.888         reflect
   170          381          270.888         reflect
   171          383          270.888         contract outside
   172          384          270.888         reflect
   173          386          270.888         contract inside
   174          387          270.888         reflect
   175          388          270.888         reflect
   176          395          270.888         shrink
   177          396          270.888         reflect
   178          397          270.888         reflect
   179          398          270.888         reflect
   180          399          270.888         reflect
   181          400          270.888         reflect
   182          402          270.888         contract outside
   183          404          270.888         contract inside
   184          405          270.888         reflect
   185          412          270.888         shrink
   186          414          270.888         contract outside
   187          415          270.888         reflect
   188          416          270.888         reflect
   189          418          270.888         contract outside
   190          420          270.888         contract inside
   191          421          270.888         reflect
   192          423          270.888         contract outside
   193          424          270.888         reflect
   194          425          270.888         reflect
   195          426          270.888         reflect
   196          427          270.888         reflect
   197          434          270.888         shrink
   198          435          270.888         reflect
   199          436          270.888         reflect
   200          437          270.888         reflect
   201          439          270.888         contract inside
   202          440          270.888         reflect
   203          442          270.888         contract inside
   204          443          270.888         reflect
   205          445          270.888         contract inside
   206          452          270.888         shrink
   207          453          270.888         reflect
   208          454          270.888         reflect
   209          455          270.888         reflect
   210          457          270.888         contract inside
   211          458          270.888         reflect
   212          459          270.888         reflect
   213          460          270.888         reflect
   214          462          270.888         contract outside
   215          463          270.888         reflect
   216          465          270.888         contract inside
   217          472          270.888         shrink
   218          474          270.888         contract inside
   219          475          270.888         reflect
   220          477          270.888         contract inside
   221          478          270.888         reflect
   222          480          270.888         contract inside
   223          481          270.888         reflect
   224          482          270.888         reflect
   225          489          270.888         shrink
   226          491          270.888         contract outside
   227          492          270.888         reflect
   228          493          270.888         reflect
   229          494          270.888         reflect
   230          496          270.888         contract inside
   231          497          270.888         reflect
   232          499          270.888         contract inside
   233          501          270.888         contract outside
 
Exiting: Maximum number of function evaluations has been exceeded
         - increase MaxFunEvals option.
         Current function value: 270.888083 


Obj. function:	    270.8881

theta1:	   -1.543673   -0.591073   -1.412223  -10.691148    3.666270   -4.516149

theta2	   -0.504034   -0.729619   -0.256396    2.725613    0.280438

gradient-analytical
            0.6472
            3.7266
            1.0190
            1.9578
          -26.4594

gradient-numerical I
           15.5738
           75.4130
            0.0871
          -13.2766
          -13.6057

gradient-numerical II
            0.6472
            3.7266
            1.0190
            1.9578
          -26.4594

hessian eigenvalues-numerical I
            0.3286
            5.1656
           45.9362
          189.5917
          514.8653

hessian eigenvalues-numerical II
          -31.9413
           -2.1120
            8.6050
          155.1982
          404.2647

========================================================================
                       optimization routine : 2
                     set of starting values : 6
========================================================================
theta2 starting values:
   -0.344311   -1.053188    0.803083    0.423302   -0.264148
 
 Iteration   Func-count     min f(x)         Procedure
     0            1          341.133         
     1            6          340.893         initial simplex
     2            8           317.04         expand
     3            9           317.04         reflect
     4           10           317.04         reflect
     5           11           317.04         reflect
     6           13          303.935         expand
     7           15          289.283         expand
     8           16          289.283         reflect
     9           18          278.659         expand
    10           19          278.659         reflect
    11           21          276.024         reflect
    12           23          275.933         reflect
    13           24          275.933         reflect
    14           26          275.933         contract outside
    15           28          275.933         contract inside
    16           30          275.933         contract inside
    17           32          275.933         contract outside
    18           34          275.933         contract inside
    19           35          275.933         reflect
    20           36          275.933         reflect
    21           38           275.81         contract inside
    22           40           275.81         contract inside
    23           42          275.684         expand
    24           43          275.684         reflect
    25           45          275.463         expand
    26           47          275.463         contract inside
    27           48          275.463         reflect
    28           50          275.463         contract inside
    29           52          275.112         expand
    30           54          275.112         contract inside
    31           55          275.112         reflect
    32           56          275.112         reflect
    33           58          274.873         expand
    34           59          274.873         reflect
    35           61          274.639         expand
    36           62          274.639         reflect
    37           64          274.028         expand
    38           65          274.028         reflect
    39           66          274.028         reflect
    40           67          274.028         reflect
    41           69          273.842         reflect
    42           70          273.842         reflect
    43           72          273.558         expand
    44           74          273.558         contract inside
    45           76          273.512         expand
    46           77          273.512         reflect
    47           79          273.454         reflect
    48           80          273.454         reflect
    49           82           273.21         reflect
    50           84          272.628         expand
    51           86          272.628         contract inside
    52           87          272.628         reflect
    53           89          272.144         expand
    54           90          272.144         reflect
    55           91          272.144         reflect
    56           92          272.144         reflect
    57           94           271.54         expand
    58           95           271.54         reflect
    59           97          270.484         expand
    60           98          270.484         reflect
    61          100           270.36         reflect
    62          101           270.36         reflect
    63          102           270.36         reflect
    64          103           270.36         reflect
    65          105          269.747         reflect
    66          107          269.747         contract outside
    67          108          269.747         reflect
    68          109          269.747         reflect
    69          110          269.747         reflect
    70          111          269.747         reflect
    71          113          269.547         reflect
    72          114          269.547         reflect
    73          116          269.337         reflect
    74          118          269.331         reflect
    75          119          269.331         reflect
    76          121          269.331         contract inside
    77          122          269.331         reflect
    78          124          269.291         contract inside
    79          125          269.291         reflect
    80          127          269.139         reflect
    81          128          269.139         reflect
    82          130          269.139         contract inside
    83          131          269.139         reflect
    84          133          269.139         contract inside
    85          135           269.13         reflect
    86          137           269.13         contract inside
    87          139           269.13         contract inside
    88          140           269.13         reflect
    89          142          269.123         reflect
    90          144          269.119         contract inside
    91          146          269.115         contract inside
    92          148          269.113         reflect
    93          150          269.109         contract inside
    94          152          269.107         contract inside
    95          154          269.107         contract inside
    96          155          269.107         reflect
    97          157          269.096         expand
    98          159          269.096         contract outside
    99          161          269.096         contract inside
   100          162          269.096         reflect
   101          164           269.07         expand
   102          165           269.07         reflect
   103          166           269.07         reflect
   104          167           269.07         reflect
   105          169          269.057         expand
   106          171           269.03         expand
   107          173          268.952         expand
   108          174          268.952         reflect
   109          176          268.874         expand
   110          177          268.874         reflect
   111          179           268.82         expand
   112          181          268.491         expand
   113          182          268.491         reflect
   114          184          268.215         expand
   115          185          268.215         reflect
   116          187          267.469         expand
   117          189           266.85         expand
   118          190           266.85         reflect
   119          191           266.85         reflect
   120          193          266.845         reflect
   121          195          266.231         reflect
   122          196          266.231         reflect
   123          197          266.231         reflect
   124          198          266.231         reflect
   125          200          266.187         reflect
   126          201          266.187         reflect
   127          203          265.212         expand
   128          205          265.212         contract inside
   129          206          265.212         reflect
   130          207          265.212         reflect
   131          209           264.68         expand
   132          211          264.175         expand
   133          213          262.634         expand
   134          214          262.634         reflect
   135          216          261.159         expand
   136          217          261.159         reflect
   137          219           261.04         reflect
   138          221          260.416         reflect
   139          223           260.31         reflect
   140          224           260.31         reflect
   141          225           260.31         reflect
   142          227           260.31         contract inside
   143          228           260.31         reflect
   144          229           260.31         reflect
   145          231          260.256         contract inside
   146          233          259.991         reflect
   147          235          259.958         reflect
   148          237          259.889         reflect
   149          239          259.889         contract inside
   150          241          259.889         contract inside
   151          243          259.536         expand
   152          244          259.536         reflect
   153          246          259.391         reflect
   154          248          259.391         contract inside
   155          250          259.159         expand
   156          252          259.122         reflect
   157          253          259.122         reflect
   158          254          259.122         reflect
   159          256          258.236         expand
   160          257          258.236         reflect
   161          258          258.236         reflect
   162          259          258.236         reflect
   163          260          258.236         reflect
   164          262           257.53         expand
   165          263           257.53         reflect
   166          264           257.53         reflect
   167          266          256.109         expand
   168          267          256.109         reflect
   169          268          256.109         reflect
   170          269          256.109         reflect
   171          270          256.109         reflect
   172          272          253.527         expand
   173          273          253.527         reflect
   174          274          253.527         reflect
   175          275          253.527         reflect
   176          276          253.527         reflect
   177          278          251.144         expand
   178          279          251.144         reflect
   179          280          251.144         reflect
   180          281          251.144         reflect
   181          283          250.213         reflect
   182          285          249.892         reflect
   183          287          249.118         expand
   184          289          248.684         reflect
   185          291          248.684         contract outside
   186          293          248.678         reflect
   187          295           248.18         reflect
   188          297          247.147         expand
   189          299          246.841         reflect
   190          301          246.654         reflect
   191          303          246.654         contract inside
   192          305          245.867         reflect
   193          307          242.322         expand
   194          308          242.322         reflect
   195          309          242.322         reflect
   196          311          241.637         expand
   197          312          241.637         reflect
   198          314          239.336         expand
   199          315          239.336         reflect
   200          316          239.336         reflect
   201          317          239.336         reflect
   202          319          239.336         contract inside
   203          326          236.246         shrink
   204          328          236.246         contract inside
   205          329          236.246         reflect
   206          330          236.246         reflect
   207          331          236.246         reflect
   208          333           234.03         expand
   209          340           234.03         shrink
   210          341           234.03         reflect
   211          342           234.03         reflect
   212          349           234.03         shrink
   213          350           234.03         reflect
   214          351           234.03         reflect
   215          352           234.03         reflect
   216          359           234.03         shrink
   217          360           234.03         reflect
   218          361           234.03         reflect
   219          362           234.03         reflect
   220          369           234.03         shrink
   221          370           234.03         reflect
   222          371           234.03         reflect
   223          373           234.03         contract outside
   224          375           234.03         contract inside
   225          376           234.03         reflect
   226          383           234.03         shrink
   227          385           234.03         contract outside
   228          386           234.03         reflect
   229          387           234.03         reflect
   230          389           234.03         contract inside
   231          391           234.03         contract inside
   232          398           234.03         shrink
   233          399           234.03         reflect
   234          401           234.03         contract inside
   235          402           234.03         reflect
   236          404           234.03         contract inside
   237          406           234.03         contract inside
   238          408           234.03         contract inside
   239          415           234.03         shrink
   240          416           234.03         reflect
   241          418           234.03         contract inside
   242          420           234.03         contract inside
   243          421           234.03         reflect
   244          422           234.03         reflect
   245          423           234.03         reflect
   246          425           234.03         contract inside
   247          427           234.03         contract outside
   248          434           234.03         shrink
   249          435           234.03         reflect
   250          437           234.03         contract inside
   251          438           234.03         reflect
   252          439           234.03         reflect
   253          440           234.03         reflect
   254          442           234.03         contract inside
   255          443           234.03         reflect
   256          444           234.03         reflect
   257          451           234.03         shrink
   258          452           234.03         reflect
   259          453           234.03         reflect
   260          454           234.03         reflect
   261          455           234.03         reflect
   262          456           234.03         reflect
   263          457           234.03         reflect
   264          458           234.03         reflect
   265          459           234.03         reflect
   266          461           234.03         contract outside
   267          462           234.03         reflect
   268          463           234.03         reflect
   269          470           234.03         shrink
   270          471           234.03         reflect
   271          473           234.03         contract outside
   272          474           234.03         reflect
   273          475           234.03         reflect
   274          477           234.03         contract outside
   275          479           234.03         contract outside
   276          481           234.03         contract outside
   277          483           234.03         contract outside
   278          485           234.03         contract outside
   279          487           234.03         contract outside
   280          489           234.03         contract outside
   281          491           234.03         contract outside
   282          493           234.03         contract outside
   283          495           234.03         contract outside
   284          497           234.03         contract outside
   285          499           234.03         contract outside
   286          501           234.03         contract outside
 
Exiting: Maximum number of function evaluations has been exceeded
         - increase MaxFunEvals option.
         Current function value: 234.030210 


Obj. function:	    234.0302

theta1:	  -19.003265   -1.476307  -30.136667   -5.729809    5.827536   -1.569343

theta2	   -8.062991   -1.798262  -25.292655   -1.308529   -1.501578

gradient-analytical
            8.8589
          -43.0361
            0.2774
           17.5020
          -29.7518

gradient-numerical I
           15.2247
          -25.4882
            0.3882
           13.1194
          -28.2844

gradient-numerical II
            8.8587
          -43.0269
            0.2766
           17.5026
          -29.7391

hessian eigenvalues-numerical I
        -4342.7966
         -287.0952
           10.6418
          133.7904
         8404.3498

hessian eigenvalues-numerical II
       -18640.2444
        -3134.7973
            0.2021
        55467.7956
       908256.0286

Saving optimization results...
