2,1,4001,0,111.01,25.332,-11.755,-4.6282,-10.454,2.0697,0.53807,0.056029,-4.1256,0.16965,0.54824,-1.5424,0.21433,3.2,0.49196,6.3645,0.37115,0.13366,0.046185,1.1482,0.51603,12.94,0.90412,0.071727,0.11359,-0.89831,0.18835,-0.01781,-3.8021,3.8021,-3.724,-1.1706,0.068536,-5.0417,7.272,7.272,0.11359,-0.89831,0.18835,-0.01781,-3.8021,3.8021,-3314.3,-0.18292,69.944,660.29,4201.8,-3314.3,-0.18292,69.944,660.29,4201.8
2,2,4000,0,106.86,21.246,-14.245,-4.2048,-6.5133,2.0976,0.44918,0.084403,-5.1623,0.25557,-1.3986,1.2021,0.39953,3.7136,0.48645,7.6229,0.40638,0.14465,0.059831,1.2597,0.39528,12.222,1.0903,0.095954,0.073533,0.28414,0.72038,4.9639,-3.1495,4.9639,-2.9986,0.54588,0.38691,7.9511,12.016,12.016,0.073533,0.28414,0.72038,4.9639,-3.1495,4.9639,-35.585,4.7579,30.291,687.46,977.49,-35.585,4.7579,30.291,687.46,977.49
2,3,4003,0,106.81,23.342,-10.88,-4.5992,-8.7451,2.2869,0.39707,0.046381,-3.8799,0.11224,0.71528,0.25989,0.35346,3.3875,0.51976,6.7709,0.22587,0.14521,0.053245,1.1978,0.40623,11.786,1.3464,0.10958,-0.21745,-0.53026,1.1375,-3.2284,0.52355,3.2284,-5.0696,0.20676,0.65917,3.576,20.799,20.799,-0.21745,-0.53026,1.1375,-3.2284,0.52355,3.2284,0.062759,2.7761,13.569,36.179,646.1,0.062759,2.7761,13.569,36.179,646.1
2,4,4000,0,99.623,22.093,-12.676,-4.2378,-8.5413,2.2965,0.36494,0.060297,-4.6516,-0.22086,-6.1129,0.23746,0.44467,3.4052,0.56654,9.5307,0.23424,0.15331,0.053497,1.2059,0.38825,16.654,1.7553,0.10799,1.2824,-23.436,0.20194,-0.48143,-3.3067,23.436,-6.7206,-11.12,-0.019504,1.0854,8.133,11.12,1.2824,-23.436,0.20194,-0.48143,-3.3067,23.436,-7182.8,-23.606,7.0581,6730.3,26571,-7182.8,-23.606,7.0581,6730.3,26571
2,5,4004,0,98.743,27.339,-9.3152,-4.8254,-10.499,2.2287,0.36332,0.028052,-3.3172,0.13769,4.1384,0.46051,0.33193,3.3367,0.57507,7.3829,0.39822,0.14735,0.051807,1.2267,0.41043,11.483,1.5949,0.11108,2.1709,1.2649,1.0969,-0.78371,-3.0271,3.0271,-1.9789,1.1844,0.7629,1.9092,11.072,11.072,2.1709,1.2649,1.0969,-0.78371,-3.0271,3.0271,-1882.2,-1476.2,1.119,1799.2,4669.3,-1882.2,-1476.2,1.119,1799.2,4669.3
3,1,114,37,6.9329,10.236,-17.181,-3.514,-20.33,2.3526,0.47119,0.11283,-6.6043,0.52381,-25.097,0.058088,0.48066,4.2005,0.9688,22.709,0.13167,0.15973,0.076765,1.6945,0.47263,20.004,1.558,0.14103,0.0045846,0.021369,0.00066962,0.0030817,0.13429,0.13429,-0.25061,0.059943,-0.0051827,0.012003,0.68754,0.68754,0.0045813,0.021395,0.00067019,0.0030821,0.13438,0.13438,-541.99,-0.29806,42.915,601.44,38535,-541.99,-0.29806,42.915,601.44,38535
3,2,160,54,9.0085,10.236,-17.179,-3.5142,-20.322,2.3527,0.4712,0.1128,-6.6035,0.52357,-25.088,0.057097,0.4806,4.1992,0.96949,22.726,0.13161,0.15967,0.076751,1.6947,0.47228,20.025,1.5593,0.14104,-0.0063394,0.021227,0.0026333,-0.018963,0.11827,0.11827,-1.0248,0.38316,-0.05979,0.24544,3.2918,3.2918,-0.0063369,0.021223,0.0026314,-0.018942,0.11817,0.11817,-2265.4,0.036856,12.21,342.56,18591,-2265.4,0.036856,12.21,342.56,18591
3,3,180,57,10.94,10.236,-17.179,-3.5135,-20.346,2.3527,0.47118,0.11277,-6.6042,0.52338,-25.108,0.05685,0.48057,4.1993,0.96903,22.711,0.13151,0.15967,0.07677,1.6944,0.47249,20.001,1.5582,0.141,-0.00036906,-0.00041366,-5.043e-05,0.00023424,-0.0024664,0.0024664,0.72999,0.053183,-0.049341,0.012848,2.8616,2.8616,-0.00036813,-0.00039406,-5.0193e-05,0.00023973,-0.0023292,0.0023292,-959.21,0.14018,16.965,448.65,32525,-959.21,0.14018,16.965,448.65,32525
3,4,133,43,7.6757,10.236,-17.17,-3.5151,-20.333,2.3526,0.47109,0.1127,-6.6003,0.52346,-25.087,0.056957,0.48036,4.1978,0.96908,22.716,0.13155,0.15961,0.076747,1.6938,0.47222,20.012,1.5591,0.14096,0.010591,0.0094998,-0.00025232,0.004086,0.014541,0.014541,1.228,0.029238,-0.0034586,0.008048,0.34953,1.228,0.010589,0.0095416,-0.00025149,0.0040879,0.014729,0.014729,-177.92,0.41484,298.83,945.24,78742,-177.92,0.41484,298.83,945.24,78742
3,5,213,66,11.663,10.236,-17.178,-3.5138,-20.328,2.3526,0.47116,0.11278,-6.6035,0.52274,-25.092,0.057321,0.48062,4.1988,0.96917,22.714,0.13158,0.15965,0.076728,1.6946,0.4723,20.012,1.558,0.141,-0.0039194,-0.018072,0.0011799,-0.0014968,0.042987,0.042987,0.53166,0.0559,0.26026,0.017833,-13.115,13.115,-0.0039177,-0.018092,0.0011794,-0.0014992,0.042868,0.042868,-6671.5,-36.985,0.34602,297.74,8261.4,-6671.5,-36.985,0.34602,297.74,8261.4
